Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,Starlink-1118,2020-001AL,44948,2020-04-02T02:46:00Z,2020-04-02T08:41:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-2D R/B,2016-081E,41902,2020-03-21T08:44:00Z,2020-03-21T13:18:00Z,1.0,China,R/B,,,,,,
N/A,ELECTRON R/B,2019-037H,44372,2020-03-16T00:36:00Z,2020-03-16T10:44:00Z,3.0,New Zealand,R/B,,,,,,
N/A,Delta 2 R/B,1989-097B,20362,2020-03-11T05:18:00Z,2020-03-11T08:18:00Z,1.0,USA,R/B,,,,,,
N/A,Falcon 9 R/B,2020-012B,45242,2020-03-05T00:21:00Z,2020-03-05T17:09:00Z,4.0,USA,R/B,,,,,,
N/A,KZ-1A R/B,2019-086B,44837,2020-03-04T11:10:00Z,2020-03-04T15:09:00Z,1.0,China,R/B,,,,,,
N/A,Titan 34B Agena-D R/B,1973-056B,6792,2020-02-25T11:41:00Z,2020-02-25T14:00:00Z,1.0,USA,R/B,,,,,,
N/A,Antares R/B,2020-011C,45177,2020-02-22T21:21:00Z,2020-02-23T01:38:00Z,1.0,USA,R/B,,,,,,
N/A,ELECTRON R/B,2020-007C,45112,2020-02-22T07:56:00Z,2020-02-22T12:07:00Z,1.0,New Zealand,R/B,,,,,,
N/A,Starlink-46,2019-029M,44246,2020-02-20T02:30:00Z,2020-02-20T15:05:00Z,1.0,USA,Payload,,,,,,
N/A,Ariane 5 Debris (SYLDA),2015-054D,40943,2020-02-18T20:48:00Z,2020-02-19T14:57:00Z,5.0,French Guiana,Debris,,,,,,
N/A,Ariane 5 Debris (SYLDA),2010-021D,36584,2020-02-13T00:01:00Z,2020-02-14T20:32:00Z,11.0,French Guiana,Debris,,,,,,
N/A,PSLV R/B,2008-002B,32477,2020-01-22T16:00:00Z,2020-01-23T10:00:00Z,4.0,India,R/B,,,,,,
N/A,CZ-3B R/B,2017-001B,41912,2020-01-21T07:22:00Z,2020-01-21T08:55:00Z,1.0,China,R/B,,,,,,
N/A,Ariane 5 Debris (SYLDA),2009-054D,35945,2020-01-14T00:00:00Z,2020-01-14T04:36:00Z,1.0,French Guiana,Debris,,,,,,
N/A,DM-F3,2000-048A,26476,2019-12-31T03:14:00Z,2019-12-31T17:13:00Z,4.0,USA,Payload,,,,,,
N/A,IRIDIUM 97,2002-031A,27450,2019-12-27T14:05:00Z,2019-12-27T17:02:00Z,1.0,Russia,Payload,,,,,,
N/A,ELECTRON R/B,2019-084C,44826,2019-12-17T21:10:00Z,2019-12-18T02:46:00Z,1.0,New Zealand,R/B,,,,,,
N/A,SL-6 R/B,1977-010E,9850,2019-12-10T21:34:00Z,2019-12-11T01:27:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2018-057B,43540,2019-12-04T11:23:00Z,2019-12-04T11:54:00Z,1.0,China,R/B,,,,,,
N/A,GSLV R/B,2018-027B,43242,2019-12-04T06:05:00Z,2019-12-04T11:36:00Z,1.0,India,R/B,,,,,,
N/A,CZ-3C R/B,2010-024B,36591,2019-11-27T05:14:00Z,2019-11-27T08:11:00Z,1.0,China,R/B,,,,,,
N/A,Cosmos 2422,2006-030A,29260,2019-11-22T20:15:00Z,2019-11-22T20:46:00Z,1.0,Russia,Payload,,,,,,
N/A,KZ-1A R/B,2019-075B,44778,2019-11-19T23:44:00Z,2019-11-20T02:14:00Z,1.0,China,R/B,,,,,,
N/A,Atlas 5 Centaur R/B,2017-004B,41938,2019-11-19T07:34:00Z,2019-11-19T09:02:00Z,1.0,China,R/B,,,,,,
N/A,PSLV Debris,2010-035G,36801,2019-11-17T13:46:00Z,2019-11-17T19:04:00Z,1.0,India,Debris,,,,,,
N/A,CZ-3B Debris,2012-018C,38252,2019-11-17T18:28:00Z,2019-11-17T18:56:00Z,1.0,China,Debris,,,,,,
N/A,CZ-3B R/B,2018-093D,43709,2019-10-27T12:32:00Z,2019-10-28T00:18:00Z,3.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2019-035B,44338,2019-10-22T06:21:00Z,2019-10-22T06:45:00Z,1.0,China,R/B,,,,,,
N/A,GSLV R/B,2019-042B,44442,2019-10-16T19:43:00Z,2019-10-16T11:57:00Z,1.0,India,R/B,,,,,,
N/A,SL-6 R/B,1977-021D,9927,2019-10-15T14:27:00Z,2019-10-15T15:27:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3C R/B,2016-006C,41325,2019-10-04T18:39:00Z,2019-10-04T21:00:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2019-064B,44551,2019-09-28T12:17:00Z,2019-09-28T15:25:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B (PAM-D),2008-012B,32712,2019-08-30T19:32:00Z,2019-08-30T23:59:00Z,1.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1998-054D,25488,2019-08-29T18:07:00Z,2019-08-29T18:58:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2019-055B,44505,2019-08-26T02:09:00Z,2019-08-26T06:40:00Z,1.0,Russia,R/B,,,,,,
N/A,Molniya 3-7,1977-032A,9941,2019-08-07T23:46:00Z,2019-08-08T00:25:00Z,1.0,Russia,Payload,,,,,,
N/A,Epsilon Debris,2019-003H,43939,2019-08-07T19:11:00Z,2019-08-07T11:02:00Z,1.0,Japan,Debris,,,,,,
N/A,SL-4 R/B,2019-047B,44456,2019-08-04T00:09:00Z,2019-08-04T01:04:00Z,1.0,Russia,R/B,,,,,,
N/A,Dragon CRS-18 Debris,2019-044C,44448,2019-08-02T22:41:00Z,2019-08-03T00:54:00Z,1.0,USA,Debris,,,,,,
N/A,SL-4 R/B,2019-041B,44438,2019-07-23T20:39:00Z,2019-07-24T03:42:00Z,2.0,Russia,R/B,,,,,,
N/A,Iridium 61,1998-018B,25263,2019-07-23T09:17:00Z,2019-07-23T10:59:00Z,1.0,China,Payload,,,,,,
N/A,CZ-3B R/B,2018-062C,43583,2019-07-19T13:14:00Z,2019-07-20T07:35:00Z,5.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2018-067C,43604,2019-07-04T07:40:00Z,2019-07-04T15:04:00Z,1.0,China,R/B,,,,,,
N/A,Electron R/B,2019-037J,44373,2019-07-01T07:24:00Z,2019-07-03T06:36:00Z,12.0,New Zealand,R/B,,,,,,
N/A,CZ-3B R/B,2019-001B,43921,2019-07-02T17:25:00Z,2019-07-03T06:35:00Z,5.0,China,R/B,,,,,,
N/A,Breeze-M Debris (TANK),2018-037C,43434,2019-06-29T19:32:00Z,2019-06-29T23:00:00Z,1.0,Russia,R/B,,,,,,
N/A,Ariane 5 Debris (SYLDA),2014-078D,40335,2019-06-14T17:22:00Z,2019-06-15T05:32:00Z,3.0,French Guiana,R/B,,,,,,
N/A,Delta 1 R/B,1977-018D,9864,2019-06-10T23:16:00Z,2019-06-10T07:32:00Z,1.0,USA,R/B,,,,,,
N/A,Delta 1 R/B,1970-055B,4486,2019-05-27T19:06:00Z,2019-05-27T22:16:00Z,1.0,USA,R/B,,,,,,
N/A,Electron R/B,2019-026D,44228,2019-05-17T10:38:00Z,2019-05-17T16:49:00Z,2.0,New Zealand,R/B,,,,,,
N/A,SL-4 R/B,2017-076B,43033,2019-05-14T21:12:00Z,2019-05-15T01:02:00Z,1.0,Russia,R/B,,,,,,
N/A,GSLV R/B,2018-089B,43699,2019-05-12T12:13:00Z,2019-05-12T13:04:00Z,1.0,India,R/B,,,,,,
N/A,Breeze-M Debris (TANK),2014-085B,40356,2019-05-07T09:04:00Z,2019-05-07T16:52:00Z,2.0,Russia,Debris,,,,,,
N/A,Ariane 5 Debris (SYLDA),2012-043D,38742,2019-05-07T11:57:00Z,2019-05-07T13:49:00Z,1.0,French Guiana,Debris,,,,,,
N/A,CZ-2C R/B,2018-056D,43532,2019-04-29T20:40:00Z,2019-04-30T00:05:00Z,1.0,China,R/B,,,,,,
N/A,GSLV R/B,2016-054B,41753,2019-04-29T11:58:00Z,2019-04-29T16:16:00Z,1.0,India,R/B,,,,,,
N/A,Antares R/B,2019-022B,44206,2019-04-28T05:01:00Z,2019-04-28T14:18:00Z,2.0,USA,R/B,,,,,,
N/A,Electron R/B,2019-016C,44075,2019-04-15T00:38:00Z,2019-04-15T04:59:00Z,1.0,New Zealand,R/B,,,,,,
N/A,Falcon 9 R/B,2018-090B,43701,2019-04-15T02:56:00Z,2019-04-15T02:20:00Z,1.0,USA,R/B,,,,,,
N/A,Breeze-M Debris,2012-044D,38747,2019-04-09T00:43:29.915000Z,2019-04-09T02:38:00Z,1.0,Russia,Debris,,,,,,
N/A,Iridium 58,1998-019C,25274,2019-04-07T05:19:24.924000Z,2019-04-07T09:57:00Z,1.0,Russia,Payload,,,,,,
N/A,H-1 R/B,1989-070B,20230,2019-04-05T05:03:16.381000Z,2019-04-05T20:04:00Z,4.0,Japan,R/B,,,,,,
N/A,GSLV R/B,2018-105B,43865,2019-04-04T11:54:00Z,2019-04-04T22:46:00Z,3.0,India,R/B,,,,,,
N/A,Iridium 64,1998-021C,25287,2019-04-01T16:33:00Z,2019-04-01T20:09:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 55,1998-019A,25272,2019-03-31T00:32:00Z,2019-03-31T07:40:00Z,2.0,USA,Payload,,,,,,
N/A,Iridium 95,2002-005D,27375,2019-03-25T17:39:00Z,2019-03-25T19:23:00Z,1.0,USA,Payload,,,,,,
N/A,SL-6 R/B,1975-081D,8418,2019-03-24T01:47:00Z,2019-03-24T02:39:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2019-013B,44070,2019-03-17T08:46:00Z,2019-03-17T14:17:00Z,1.0,Russia,R/B,,,,,,
N/A,Iridium 60,1998-019E,25276,2019-03-17T02:22:00Z,2019-03-17T05:17:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 14,1999-032A,25777,2019-03-15T02:00:00Z,2019-03-15T04:43:00Z,1.0,China,Payload,,,,,,
N/A,Iridium 91,2002-005A,27372,2019-03-13T05:32:00Z,2019-03-13T08:29:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-2C Debris,2018-056C,43531,2019-03-11T22:25:00Z,2019-03-12T02:11:00Z,1.0,China,Debris,,,,,,
N/A,Iridium 59,1998-019D,25275,2019-03-11T10:07:00Z,2019-03-11T11:24:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 32,1997-051B,24945,2019-03-10T12:24:00Z,2019-03-10T14:54:00Z,1.0,Russia,Payload,,,,,,
N/A,Ariane 5 Deb (SYLDA),2015-022D,40616,2019-03-09T15:22:00Z,2019-03-10T06:51:00Z,4.0,French Guiana,Debris,,,,,,
N/A,CZ-3B R/B,2018-085B,43684,2019-03-09T22:05:00Z,2019-03-10T01:36:00Z,1.0,China,R/B,,,,,,
N/A,Electron R/B,2018-010D,43166,2019-03-03T09:11:00Z,2019-03-03T12:14:00Z,1.0,New Zealand,R/B,,,,,,
N/A,IRNSS 1H/PSLV,2017-051A,42928,2019-03-02T02:40:00Z,2019-03-02T18:51:00Z,4.0,India,Payload,,,,,,
N/A,RemDeb NET,1998-067PM,43621,2019-03-02T05:44:00Z,2019-03-02T09:12:00Z,1.0,USA,Payload,,,,,,
N/A,ARIANE 44L R/B,1997-002C,24715,2019-02-24T22:50:00Z,2019-02-24T22:59:00Z,1.0,French Guiana,R/B,,,,,,
N/A,SL-6 R/B (2),1975-105D,8462,2019-02-05T12:58:00Z,2019-02-05T19:11:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-2C R/B,2018-083F,43667,2019-02-05T01:02:00Z,2019-02-05T03:36:00Z,1.0,China,R/B,,,,,,
N/A,Electron R/B,2018-104Q,43863,2019-01-30T09:55:00Z,2019-01-30T11:32:00Z,1.0,New Zealand,R/B,,,,,,
N/A,CZ-11 R/B,2019-005D,43945,2019-01-27T18:01:00Z,2019-01-28T09:07:00Z,4.0,China,R/B,,,,,,
N/A,Iridium 90,2002-005B,27373,2019-01-23T16:01:00Z,2019-01-23T21:22:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2016-077B,41883,2019-01-20T11:43:00Z,2019-01-20T14:41:00Z,1.0,China,R/B,,,,,,
N/A,PSLV R/B,2018-004U,43129,2019-01-17T01:44:00Z,2019-01-17T08:26:00Z,2.0,India,R/B,,,,,,
N/A,Prognoz 6,1977-093A,10370,2019-01-12T14:25:00Z,2019-01-16T12:57:00Z,24.0,Russia,Payload,,,,,,
N/A,Falcon 9 R/B,2016-031B,41553,2019-01-05T04:12:00Z,2019-01-05T09:32:00Z,1.0,USA,R/B,,,,,,
2019-01-05T07:58:00Z,Cosmos 2430,2007-049A,32268,2019-01-05T04:30:00Z,2019-01-05T07:52:00Z,1.0,Russia,Payload,"Mount Maunganui, New Zealand",,,,,
N/A,CZ-2D R/B,2018-112H,43916,2018-12-31T21:09:00Z,2019-01-01T01:31:00Z,1.0,China,R/B,,,,,,
N/A,Electron R/B,2018-088B,43691,2018-12-28T15:03:00Z,2018-12-28T20:25:00Z,1.0,New Zealand,R/B,,,,,,
N/A,Iridium 35,1997-056B,24966,2018-12-26T08:18:00Z,2018-12-26T12:52:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 31,1997-051G,24950,2018-12-20T17:40:00Z,2018-12-20T22:10:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2018-098B,43757,2018-12-07T18:20:00Z,2018-12-07T21:12:00Z,1.0,Russia,R/B,,,,,,
N/A,Antares R/B,2018-092B,43705,2018-11-28T09:12:00Z,2018-11-28T15:03:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2018-091B,43703,2018-11-19T09:13:00Z,2018-11-19T17:16:00Z,2.0,Russia,R/B,,,,,,
N/A,Breeze-M Debris (TANK),2015-075C,41123,2018-11-12T10:45:00Z,2018-11-12T12:58:00Z,1.0,Russia,Debris,,,,,,
N/A,Breeze-M Debris (TANK),2010-016C,36518,2018-11-08T03:11:00Z,2018-11-08T07:58:00Z,1.0,Russia,Debris,,,,,,
N/A,Iridium 62,1998-021A,25285,2018-11-07T03:22:00Z,2018-11-07T06:20:00Z,1.0,Russia,Payload,,,,,,
N/A,Iridium 52,1998-010A,25169,2018-11-05T14:07:00Z,2018-11-05T20:40:00Z,2.0,USA,Payload,,,,,,
N/A,Iridium 83,1998-066E,25531,2018-11-05T10:02:00Z,2018-11-05T12:10:00Z,1.0,USA,Payload,,,,,,
N/A,Atlas 2A Centaur R/B,2002-055A,27567,2018-11-04T16:10:00Z,2018-11-04T22:50:00Z,2.0,USA,R/B,,,,,,
N/A,CZ-4B R/B,2018-063B,43586,2018-11-04T07:43:00Z,2018-11-04T16:56:00Z,2.0,China,R/B,,,,,,
N/A,SL-4 R/B,2018-028B,43244,2018-11-04T05:33:00Z,2018-11-04T08:47:00Z,1.0,Russia,R/B,,,,,,
N/A,Iridium 84,1998-066D,25530,2018-11-03T22:40:00Z,2018-11-04T06:23:00Z,2.0,USA,Payload,,,,,,
N/A,Ariane 5 Debris,2010-070D,37267,2018-10-28T19:51:00Z,2018-10-28T21:58:00Z,1.0,French Guiana,Debris,,,,,,
N/A,Falcon 9 R/B,2017-067B,42985,2018-10-27T06:04:00Z,2018-10-27T16:32:00Z,1.0,USA,R/B,,,,,,
N/A,Iridium 11,1997-074B,25578,2018-10-22T05:22:00Z,2018-10-22T12:48:00Z,2.0,China,Payload,,,,,,
N/A,Iridium 20,1997-074A,25577,2018-10-21T21:27:00Z,2018-10-22T01:58:00Z,1.0,China,Payload,,,,,,
N/A,Iridium 15,1997-034A,24869,2018-10-14T09:51:00Z,2018-10-14T10:51:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 56,1998-010B,25170,2018-10-11T09:07:00Z,2018-10-11T12:49:00Z,1.0,USA,Payload,,,,,,
2018-10-11T08:15:00Z,Iridium 70,1998-032A,25342,2018-10-11T05:12:00Z,2018-10-11T09:16:00Z,1.0,USA,Payload,"Orange County, CA",,,"Hanford, CA",,
N/A,Iridium 10,1997-030D,24839,2018-10-05T19:26:00Z,2018-10-06T03:25:00Z,2.0,Russia,Payload,,,,,,
N/A,Iridium 86,1998-066B,25528,2018-10-04T21:15:00Z,2018-10-05T10:27:00Z,3.0,USA,Payload,,,,,,
N/A,Iridium 53,1998-010E,25173,2018-09-30T12:54:00Z,2018-09-30T14:31:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 40,1997-069C,25041,2018-09-22T21:36:00Z,2018-09-23T10:19:00Z,3.0,USA,Payload,,,,,,
N/A,Iridium 50,1998-010D,25172,2018-09-22T20:47:00Z,2018-09-23T05:54:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,1975-063A,8015,2018-09-12T00:25:00Z,2018-09-12T04:01:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2016-020B,41395,2018-09-06T04:11:00Z,2018-09-06T09:21:00Z,1.0,Russia,R/B,,,,,,
N/A,Iridium 12,1997-030B,24837,2018-09-01T20:38:00Z,2018-09-02T04:05:00Z,2.0,Russia,Payload,,,,,,
N/A,Iridium 47,1997-082C,25106,2018-09-01T06:15:00Z,2018-09-01T09:13:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 76,1998-048B,25432,2018-08-28T04:47:00Z,2018-08-28T10:30:00Z,1.0,China,Payload,,,,,,
N/A,CZ-4B R/B,2017-034E,42762,2018-08-24T13:53:00Z,2018-08-25T07:07:00Z,4.0,China,R/B,,,,,,
N/A,Iridium 98,2002-031B,27451,2018-08-24T03:43:00Z,2018-08-24T06:34:00Z,1.0,Russia,Payload,,,,,,
N/A,Iridium 66,1998-021E,25289,2018-08-22T16:25:00Z,2018-08-22T23:48:00Z,2.0,Russia,Payload,,,,,,
N/A,Iridium 18,1997-034D,24872,2018-08-19T12:24:00Z,2018-08-19T14:16:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 80,1998-051C,25469,2018-08-11T14:03:00Z,2018-08-12T04:02:00Z,3.0,USA,Payload,,,,,,
N/A,Iridium 41,1997-069B,25040,2018-07-27T21:24:00Z,2018-07-28T08:44:00Z,3.0,USA,Payload,,,,,,
N/A,PSLV R/B,2017-036AH,42796,2018-07-24T12:59:00Z,2018-07-24T20:39:00Z,2.0,India,R/B,,,,,,
N/A,Iridium 65,1998-021D,25288,2018-07-18T14:34:00Z,2018-07-18T23:28:00Z,2.0,Russia,Payload,,,,,,
N/A,Epsilon Debris,2018-007C,43154,2018-07-17T06:49:00Z,2018-07-17T09:04:00Z,1.0,Japan,Debris,,,,,,
N/A,Iridium 81,1998-051B,25468,2018-07-16T17:51:00Z,2018-07-17T02:04:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2018-056B,43538,2018-07-12T12:51:00Z,2018-07-12T21:39:00Z,2.0,Russia,Payload,,,,,,
N/A,Iridium 75,1998-032E,25346,2018-07-10T05:16:00Z,2018-07-10T09:56:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 67,1998-021F,25290,2018-07-02T05:32:00Z,2018-07-02T12:11:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2018-051B,43494,2018-06-11T02:55:00Z,2018-06-11T08:50:00Z,1.0,Russia,R/B,,,,,,
N/A,Iridium 68,1998-021G,25291,2018-06-06T12:28:00Z,2018-06-06T17:23:00Z,1.0,USA,Payload,,,,,,
N/A,Antares R/B,2018-046B,43475,2018-06-05T00:58:00Z,2018-06-05T05:05:00Z,1.0,USA,R/B,,,,,,
N/A,Iridium 37,1997-056D,24968,2018-05-25T22:13:00Z,2018-05-26T01:54:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 21,1999-032B,25778,2018-05-24T09:14:00Z,2018-05-24T12:53:00Z,1.0,USA,Payload,,,,,,
N/A,Delta 2 R/B (PAM-D),2004-045C,28476,2018-05-23T08:26:00Z,2018-05-23T13:49:00Z,1.0,USA,R/B,,,,,,
N/A,Iridium 25,1997-043B,24904,2018-05-14T05:15:00Z,2018-05-14T10:28:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 72,1998-032B,25343,2018-05-13T19:52:00Z,2018-05-14T01:58:00Z,2.0,USA,Payload,,,,,,
N/A,SL-6 R/B,2002-059D,27616,2018-05-04T10:25:00Z,2018-05-04T20:33:00Z,3.0,Russia,R/B,,,,,,
N/A,CZ-11 R/B,2018-040F,43444,2018-04-29T17:41:00Z,2018-04-29T21:45:00Z,1.0,China,R/B,,,,,,
N/A,Iridium 13,1997-030E,24840,2018-04-29T03:45:00Z,2018-04-29T06:45:00Z,1.0,USA,Payload,,,,,,
N/A,Breeze-M Debris (TANK),2014-082C,40347,2018-04-28T19:32:00Z,2018-04-29T00:34:00Z,1.0,Russia,Debris,,,,,,
N/A,Iridium 94,2002-005C,27374,2018-04-18T01:29:00Z,2018-04-18T06:22:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 19,1997-056A,24965,2018-04-06T20:33:00Z,2018-04-07T07:42:00Z,3.0,USA,Payload,,,,,,
N/A,PSLV R/B,2012-017B,38249,2018-04-03T04:36:00Z,2018-04-03T15:20:00Z,3.0,India,R/B,,,,,,
N/A,Ariane 5 Debris,2007-016D,31309,2018-04-03T07:41:00Z,2018-04-03T12:09:00Z,1.0,French Guiana,Debris,,,,,,
N/A,Tiangong-1,2011-053A,37820,2018-04-01T16:07:00Z,2018-04-02T00:16:00Z,2.0,China,Payload,,,,,,
N/A,Iridium 23,1997-043D,24906,2018-03-27T21:01:00Z,2018-03-28T00:09:00Z,1.0,USA,Payload,,,,,,
2018-03-25T01:28:00Z,SL-4 R/B,2018-026B,43239,2018-03-24T13:15:00Z,2018-03-25T03:07:00Z,3.0,USA,R/B,"Pozzuoil, Italy",,,,,
N/A,Humanity Star,2018-010F,43168,2018-03-22T07:16:00Z,2018-03-22T14:03:00Z,2.0,New Zealand,Payload,,,,,,
N/A,SL-6 R/B,2001-030D,26870,2018-03-17T21:10:29.269000Z,2018-03-17T23:12:00Z,1.0,Russia,R/B,,,,,,
2018-03-10T05:30:00Z,CZ-3B R/B,2017-078B,43040,2018-03-09T09:43:34Z,2018-03-09T22:59:00Z,3.0,China,R/B,"Canindeyú, Paraguay",,,,,
N/A,GSLV R/B,2015-041B,40881,2018-03-01T00:52:24.979000Z,2018-03-01T12:04:00Z,3.0,India,R/B,,,,,,
N/A,Ariane 5 Debris,2011-016D,37395,2018-02-26T22:58:00Z,2018-02-27T15:27:00Z,4.0,French Guiana,Debris,,,,,,
N/A,SL-4 R/B,2018-019B,43212,2018-02-16T12:30:00Z,2018-02-16T22:30:00Z,3.0,Russia,R/B,,,,,,
N/A,Iridium 49,1997-082E,25108,2018-02-13T05:05:00Z,2018-02-13T13:04:00Z,2.0,USA,Payload,,,,,,
N/A,Iridium 43,1997-069A,25039,2018-02-11T12:32:00Z,2018-02-11T14:47:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 3,1998-048A,25431,2018-02-08T16:32:00Z,2018-02-08T20:08:00Z,1.0,China,Payload,,,,,,
N/A,GSLV R/B,2017-031B,42748,2018-02-07T19:17:00Z,2018-02-08T01:59:00Z,2.0,India,R/B,,,,,,
N/A,Minotaur R/B,2006-011G,29053,2018-02-03T02:53:00Z,2018-02-03T11:21:00Z,2.0,USA,R/B,,,,,,
N/A,Ariane 5 Debris,2009-008E,33753,2018-02-03T03:14:00Z,2018-02-03T10:51:00Z,2.0,French Guiana,Debris,,,,,,
2018-01-27T23:32:00Z,SL-23 R/B,2017-086D,43090,2018-01-27T15:31:00Z,2018-01-27T22:35:00Z,2.0,Russia,R/B,"Pucallpa, Peru",,,,,
N/A,Iridium 34,1997-056E,24969,2018-01-07T20:12:00Z,2018-01-08T03:34:00Z,2.0,USA,Payload,,,,,,
N/A,SL-24 Plat,2014-070G,40304,2017-12-28T21:37:00Z,2017-12-29T00:08:00Z,1.0,Russia,Debris,,,,,,
N/A,Iridium 6,1997-020C,24794,2017-12-23T05:32:00Z,2017-12-23T08:48:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2017-081B,43064,2017-12-20T05:48:00Z,2017-12-20T16:30:00Z,3.0,Russia,R/B,,,,,,
N/A,Cosmos 1346,1982-027A,13120,2017-12-17T13:41:00Z,2017-12-17T17:34:00Z,1.0,Russia,Payload,,,,,,
N/A,Antares R/B,2017-071B,43007,2017-11-24T22:09:00Z,2017-11-25T05:09:00Z,2.0,USA,R/B,,,,,,
N/A,Iridium 8,1997-020A,24792,2017-11-24T10:37:00Z,2017-11-24T12:27:00Z,1.0,USA,Payload,,,,,,
N/A,Molniya 3-3,1975-105A,8425,2017-11-19T13:43:00Z,2017-11-19T14:51:00Z,2.0,Russia,Payload,,,,,,
N/A,CZ-4B Debris,2008-053D,33411,2017-11-11T05:22:00Z,2017-11-11T14:58:00Z,2.0,China,Debris,,,,,,
N/A,ABRIXAS,1999-022A,25721,2017-10-31T02:40:00Z,2017-10-31T12:14:00Z,2.0,Germany,Payload,,,,,,
N/A,Molniya 1-44,1979-070A,11474,2017-10-23T10:07:00Z,2017-10-23T14:46:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-04 R/B,2017-056B,42972,2017-10-16T14:53:00Z,2017-10-16T15:24:00Z,1.0,Russia,R/B,,,,,,
N/A,GSLV R/B,2017-024B,42696,2017-10-09T17:35:00Z,2017-10-10T08:24:00Z,3.0,India,R/B,,,,,,
N/A,Iridium 30,1997-051F,24949,2017-09-28T08:07:00Z,2017-09-28T13:46:00Z,1.0,USA,Payload,,,,,,
N/A,Iridium 77,1998-051E,25471,2017-09-21T22:59:00Z,2017-09-22T05:19:00Z,1.0,USA,Payload,,,,,,
2017-09-16T10:20:00Z,SL-04 R/B,2017-054B,42938,2017-09-16T07:33:00Z,2017-09-16T11:45:00Z,1.0,Russia,R/B,"Gemtree, Australia",,,,,
N/A,Falcon 9 R/B,2016-028B,41472,2017-09-15T15:07:00Z,2017-09-16T11:20:00Z,4.0,USA,R/B,,,,,,
N/A,Breeze-M Debris (Tank),2014-010D,39615,2017-09-15T12:15:00Z,2017-09-16T01:07:00Z,3.0,Russia,R/B,,,,,,
N/A,Object C,2017-050C,42923,2017-09-13T22:02:00Z,2017-09-15T09:09:00Z,8.0,USA,TBD,,,,,,
N/A,SL-18 R/B,2006-014B,29080,2017-09-02T12:05:00Z,2017-09-03T01:08:00Z,3.0,USA,R/B,,,,,,
N/A,Minotaur R/B,2017-050F,42926,2017-09-01T05:00:48.716000Z,2017-09-01T19:38:00Z,2.0,USA,R/B,,,,,,
N/A,Atlas V Centaur R/B,2015-011E,40486,2017-08-26T12:38:00Z,2017-08-27T01:17:00Z,2.0,USA,R/B,,,,,,
N/A,CZ-3B R/B,2012-018D,38253,2017-08-17T17:23:34.511000Z,2017-08-17T21:47:00Z,1.0,China,R/B,,,,,,
N/A,SL-04 R/B,2017-043B,42899,2017-07-31T22:51:00Z,2017-08-01T07:31:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2016-048B,41726,2017-07-21T03:27:00Z,2017-07-21T15:45:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3A R/B,2007-011B,31116,2017-07-17T20:18:00Z,2017-07-18T03:32:00Z,1.0,China,R/B,,,,,,
N/A,KZ-1A R/B,2017-002D,41916,2017-07-17T11:10:00Z,2017-07-17T13:49:00Z,1.0,China,R/B,,,,,,
